0.278651 0.627650
0.299756 0.672143
0.302794 0.678250
0.282672 0.642594
0.265776 0.585809
0.262530 0.553638
0.265243 0.573317
0.283016 0.636471
0.314837 0.691574
0.344639 0.722624
0.352646 0.729992
0.332760 0.714581
0.298026 0.673452
0.270145 0.609764
0.260659 0.542910
0.263575 0.497870
0.266055 0.487643
0.263887 0.513654
0.265783 0.569357
0.288409 0.646529
0.324302 0.701060
0.366781 0.737266
0.402210 0.756707
0.418846 0.764051
0.411136 0.762109
0.380997 0.749329
0.337883 0.720755
0.296164 0.672329
0.268457 0.606926
0.259565 0.537078
0.265440 0.478701
0.276531 0.441475
0.283326 0.427234
0.281231 0.435003
0.272522 0.464564
0.265043 0.514983
0.268290 0.579990
0.295031 0.657664
0.332651 0.708301
0.379672 0.743741
0.427492 0.764935
0.467180 0.775607
0.492116 0.780076
0.498744 0.781520
0.486007 0.780812
0.455115 0.776141
0.410303 0.763531
0.359423 0.738180
0.312465 0.696522
0.278094 0.638859
0.260797 0.571392
0.260213 0.504907
0.271955 0.449561
0.289163 0.410426
0.304629 0.387513
0.312907 0.378633
0.311548 0.382096
0.301376 0.397974
0.286200 0.427759
0.272016 0.472605
0.265522 0.530723
0.272271 0.595640
0.303107 0.669680
0.341646 0.715361
0.389908 0.748041
0.442146 0.768206
0.491847 0.778230
0.533521 0.781382
0.563700 0.781057
0.580758 0.780134
0.584101 0.780424
0.573484 0.782285
0.548882 0.784510
0.511011 0.784525
0.462316 0.778848
0.407718 0.763713
0.354165 0.735836
0.308752 0.693461
0.276655 0.637708
0.260165 0.573535
0.258848 0.508882
0.270056 0.451670
0.289485 0.406804
0.311936 0.375373
0.332364 0.355828
0.346834 0.345674
0.353003 0.342773
0.350128 0.346101
0.338911 0.355987
0.321430 0.373921
0.301065 0.401949
0.282182 0.441641
0.269462 0.492748
0.267058 0.552046
0.277887 0.613404
0.312882 0.682345
0.353154 0.723633
0.402827 0.753070
0.457395 0.771000
0.511566 0.779055
0.560591 0.779589
0.601277 0.775307
0.632148 0.768969
0.652947 0.763098
0.663946 0.759668
0.665394 0.759832
0.657207 0.763742
0.638928 0.770496
0.609960 0.778246
0.570115 0.784430
0.520421 0.786086
0.463875 0.780178
0.405536 0.763906
0.351491 0.735119
0.307174 0.692965
0.276118 0.638790
0.259710 0.576781
0.257541 0.513420
0.267801 0.455467
0.287528 0.407699
0.312893 0.371941
0.339711 0.347547
0.364141 0.332479
0.383246 0.324298
0.395197 0.320855
0.399152 0.320703
0.395017 0.323312
0.383301 0.329095
0.365152 0.339306
0.342475 0.355792
0.317997 0.380588
0.295094 0.415322
0.277375 0.460417
0.268169 0.514276
0.270105 0.572941
0.284852 0.630816
0.324621 0.695390
0.366144 0.731807
0.416191 0.757532
0.471088 0.772831
0.526457 0.778804
0.578214 0.777051
0.623426 0.769488
0.660617 0.758231
0.689532 0.745484
0.710658 0.733385
0.724756 0.723818
0.732522 0.718236
0.734377 0.717518
0.730354 0.721879
0.720065 0.730833
0.702750 0.743220
0.677425 0.757293
0.643174 0.770881
0.599633 0.781596
0.547613 0.787027
0.489647 0.784892
0.429993 0.773151
0.373815 0.750173
0.325861 0.715080
0.289448 0.668314
0.266196 0.612260
0.256322 0.551385
0.259011 0.491389
0.272632 0.437561
0.294807 0.393367
0.322526 0.360027
0.352446 0.336956
0.381361 0.322488
0.406657 0.314520
0.426555 0.310963
0.440080 0.310043
0.446852 0.310485
0.446849 0.311615
0.440244 0.313387
0.427378 0.316358
0.408846 0.321617
0.385663 0.330673
0.359415 0.345280
0.332294 0.367190
0.306953 0.397798
0.286203 0.437665
0.272664 0.485975
0.268510 0.540180
0.275322 0.596195
0.294003 0.649304
0.338593 0.708507
0.381850 0.740356
0.432699 0.762294
0.487848 0.774574
0.543432 0.777996
0.595829 0.773700
0.642371 0.763063
0.681653 0.747665
0.713384 0.729264
0.738035 0.709728
0.756460 0.690923
0.769616 0.674572
0.778374 0.662125
0.783402 0.654667
0.785096 0.652868
0.783543 0.656956
0.778503 0.666706
0.769413 0.681419
0.755419 0.699928
0.735442 0.720640
0.708311 0.741645
0.673006 0.760871
0.629037 0.776253
0.576964 0.785858
0.518850 0.787940
0.458330 0.780961
0.400006 0.763640
0.348345 0.735127
0.306712 0.695362
0.277011 0.645588
0.259869 0.588736
0.255013 0.529255
0.261537 0.472172
0.277985 0.421774
0.302345 0.380700
0.332085 0.349788
0.364351 0.328485
0.396328 0.315389
0.425632 0.308694
0.450568 0.306512
0.470172 0.307087
0.484065 0.308941
0.492243 0.310970
0.494862 0.312496
0.492096 0.313276
0.484083 0.313495
0.470944 0.313734
0.452882 0.314931
0.430333 0.318322
0.404122 0.325361
0.375581 0.337604
0.346553 0.356551
0.319255 0.383416
0.296034 0.418808
0.279100 0.462352
0.270328 0.512360
0.271167 0.565805
0.282613 0.618782
0.305149 0.667376
0.355067 0.721359
