0.734529 0.596444
0.749567 0.565389
0.751618 0.562945
0.739722 0.592035
0.717912 0.626295
0.704375 0.640611
0.713275 0.628711
0.737699 0.587672
0.755104 0.545066
0.763436 0.515078
0.765664 0.509405
0.762390 0.530791
0.750281 0.571535
0.727231 0.615954
0.698659 0.649379
0.676725 0.666180
0.671975 0.667686
0.686233 0.655145
0.712031 0.627747
0.741065 0.577666
0.757263 0.532461
0.765600 0.491899
0.768865 0.463619
0.770250 0.452527
0.771225 0.460618
0.770478 0.487177
0.764560 0.528152
0.749991 0.575742
0.725811 0.620360
0.695237 0.654646
0.665111 0.676105
0.643049 0.686390
0.634350 0.688495
0.640665 0.684101
0.660090 0.672485
0.687695 0.651376
0.716756 0.619228
0.744506 0.566368
0.758557 0.521563
0.765629 0.478210
0.767517 0.441151
0.766780 0.413915
0.765929 0.398514
0.766635 0.395897
0.769160 0.406441
0.772205 0.429999
0.773257 0.465387
0.769344 0.509617
0.757962 0.557663
0.737996 0.603448
0.710401 0.641765
0.678367 0.669827
0.646613 0.687570
0.619996 0.696883
0.602193 0.700408
0.595175 0.700399
0.599385 0.697928
0.614049 0.692609
0.637241 0.682824
0.665847 0.666388
0.695844 0.641471
0.723115 0.607593
0.747884 0.553724
0.759552 0.510380
0.765064 0.467298
0.765520 0.427740
0.762582 0.394227
0.758191 0.368290
0.754252 0.350631
0.752303 0.341475
0.753221 0.340920
0.757036 0.349146
0.762890 0.366411
0.769168 0.392831
0.773776 0.427953
0.774506 0.470252
0.769412 0.516865
0.757165 0.563857
0.737372 0.607101
0.710833 0.643331
0.679612 0.670817
0.646767 0.689438
0.615703 0.700335
0.589428 0.705382
0.570039 0.706664
0.558645 0.706003
0.555592 0.704611
0.560750 0.702898
0.573658 0.700445
0.593485 0.696124
0.618866 0.688336
0.647786 0.675343
0.677681 0.655657
0.705806 0.628459
0.729752 0.593979
0.751053 0.539692
0.760486 0.497164
0.764263 0.454614
0.763135 0.414521
0.758241 0.378845
0.750990 0.348823
0.742931 0.325006
0.735599 0.307460
0.730341 0.296012
0.728156 0.290469
0.729559 0.290765
0.734502 0.297044
0.742361 0.309654
0.751990 0.329053
0.761854 0.355616
0.770209 0.389350
0.775304 0.429545
0.775565 0.474517
0.769758 0.521605
