0.437911 0.256112
0.417829 0.254456
0.418353 0.252720
0.439596 0.252240
0.465191 0.255304
0.475437 0.258691
0.463331 0.258348
0.429275 0.257715
0.402293 0.257002
0.386111 0.256582
0.385171 0.254645
0.400235 0.251527
0.427762 0.249881
0.459891 0.252156
0.486947 0.257867
0.501604 0.263572
0.500965 0.265791
0.485821 0.263912
0.459801 0.260278
0.420022 0.259554
0.392059 0.259875
0.369887 0.261264
0.356065 0.262047
0.352161 0.260854
0.358866 0.257390
0.375937 0.252725
0.401830 0.248895
0.433342 0.247955
0.465857 0.250956
0.494479 0.257333
0.515436 0.265067
0.526789 0.271548
0.528152 0.274744
0.519982 0.274022
0.503165 0.270279
0.479153 0.265407
0.450321 0.261411
0.410180 0.261695
0.383170 0.262929
0.359644 0.265571
0.341008 0.268526
0.328223 0.270587
0.321899 0.270749
0.322425 0.268500
0.330030 0.264000
0.344720 0.258091
0.366091 0.252122
0.393078 0.247609
0.423798 0.245848
0.455662 0.247565
0.485809 0.252704
0.511710 0.260403
0.531641 0.269180
0.544809 0.277307
0.551157 0.283248
0.551012 0.286027
0.544772 0.285414
0.532781 0.281908
0.515393 0.276571
0.493184 0.270749
0.467163 0.265756
0.438854 0.262585
0.399787 0.264205
0.374379 0.266248
0.351301 0.269772
0.331373 0.274087
0.315168 0.278371
0.303049 0.281779
0.295242 0.283564
0.291907 0.283203
0.293197 0.280487
0.299271 0.275581
0.310271 0.269019
0.326240 0.261640
0.347004 0.254469
0.372041 0.248560
0.400382 0.244840
0.430610 0.243963
0.460994 0.246213
0.489740 0.251449
0.515279 0.259105
0.536488 0.268265
0.552770 0.277796
0.564005 0.286528
0.570398 0.293442
0.572303 0.297816
0.570068 0.299306
0.563939 0.297959
0.554039 0.294175
0.540421 0.288631
0.523170 0.282179
0.502520 0.275734
0.478958 0.270157
0.453264 0.266135
0.426478 0.264107
0.388885 0.267157
0.364710 0.270017
0.342335 0.274365
0.322297 0.279723
0.304973 0.285508
0.290592 0.291081
0.279273 0.295796
0.271075 0.299066
0.266033 0.300420
0.264201 0.299556
0.265669 0.296385
0.270572 0.291049
0.279075 0.283925
0.291336 0.275596
0.307454 0.266793
0.327388 0.258325
0.350882 0.250997
0.377395 0.245524
0.406077 0.242471
0.435800 0.242192
0.465277 0.244799
0.493216 0.250141
0.518490 0.257808
0.540267 0.267163
0.558063 0.277400
0.571731 0.287634
0.581389 0.296998
0.587324 0.304744
0.589893 0.310312
0.589426 0.313374
0.586174 0.313838
0.580271 0.311839
0.571740 0.307702
0.560529 0.301910
0.546568 0.295057
0.529834 0.287803
0.510422 0.280813
0.488600 0.274708
0.464831 0.270003
0.439761 0.267073
0.414168 0.266119
0.377527 0.270628
0.354864 0.274236
0.333655 0.279263
0.314262 0.285379
0.296936 0.292180
0.281829 0.299208
0.269009 0.305978
0.258486 0.312002
